Species1	Species2	Distance
BATDE	SPIPN	0.75245
CHLT9	PENCH	1.17734
GUITH	APIME	1.10224
KORCO	MANES	1.22233
CAPTE	XENTR	0.83288
KORCO	BOMMO	1.28857
CROS5	HUMAN	1.25526
APIME	DIPOR	0.83688
DIPOR	SORAR	0.19909
ZYMMO	PLAF7	1.18028
PTEVA	TURTR	0.11452
NOSP7	CAVPO	1.29843
NEMVE	SOYBN	1.15629
SULNB	CULQU	1.30101
ATETH	COPPD	1.14418
DICNV	CHLRE	1.11439
TARSY	CANAW	1.08200
ECOLI	CHOHO	1.18016
LOXAF	MEDTR	1.19051
NITMS	GORGO	1.30478
MACEU	POPTR	1.10647
PIGXX	NECHA	1.15653
LODEL	VITVI	1.19580
NITGG	DROME	1.24054
CAPO3	DIPOR	0.93879
CAMC5	PICST	1.20175
CHLP6	BOMMO	1.20525
EMIHU	PHYBL	1.01457
COPCI	NOMLE	1.13858
AERPE	AEDAE	1.29121
CYAME	ASHGO	1.02390
ACYPI	XENTR	0.88570
ANOGA	TUBMM	1.12319
GLOVI	PHYBL	1.16377
CANLF	NASVI	0.84196
SULNB	MUSPF	1.24429
MICAN	MICMU	1.18975
SYNP6	DASNO	1.18044
NITEU	PTEVA	1.16318
PLAF7	SCHMA	1.19784
GLOVI	GORGO	1.20868
CARRP	HUMAN	1.24236
MICAN	PROCA	1.19914
ANOCA	SARHA	0.40251
NITMS	PHYPA	1.20456
CAPO3	PHYPA	1.01377
DROME	NEUCR	1.14713
CLAM3	MYCMG	1.26256
METKA	CANAW	1.22116
NOMLE	TAEGU	0.28409
AGRFC	CANLF	1.18167
CALMQ	TRYB2	1.27139
CALMQ	COXBR	1.38849
THEPD	ZYMMO	1.39335
ECHTE	SORBI	1.07979
IXOSC	KLULA	1.10005
NASVI	ENCCU	1.12680
NEMVE	PHYBL	1.00266
AZOPC	DAPPU	1.20948
PHYBL	SCLS1	0.85960
COXBR	CHLRE	1.07143
NASVI	SORAR	0.82423
GUITH	IXOSC	1.06453
THEKO	HUMAN	1.24595
SULMD	CANAW	1.07675
POSPM	SETIT	1.36193
NITGG	TRICA	1.26926
METBF	CAUVC	1.27066
SACS2	SORAR	1.28630
BRARP	TAEGU	1.13129
METKA	KLULA	1.22594
COXBR	TUPBE	1.10059
GADMO	MAIZE	1.06771
EMIHU	NAEGR	1.04845
TARSY	ASPFU	1.09329
ATETH	CLOTE	1.11312
CAUVC	CAPO3	1.12596
PONAB	MUCCI	0.99561
AMPQE	NEUCR	1.10040
LOXAF	TURTR	0.12971
NASVI	MANES	1.16632
CALJA	NEUCR	1.06496
AEDAE	MEDTR	1.31793
STRPU	LODEL	1.12455
SYNP6	PANTR	1.15990
AGRFC	SULMD	1.11599
PEDHC	ENCCU	1.12059
ASPFU	YEAST	0.92123
GEOSL	NEMVE	1.17950
KORCO	POPTR	1.23511
METJA	NOSP7	1.26490
CRYNJ	TURTR	1.03946
ACAM1	BATDE	1.18795
METFK	YARLI	1.15288
ACAM1	ANOGA	1.27725
METS5	CYAME	1.22260
TUPBE	MEDTR	1.12877
ACAM1	TRIAD	1.31100
CLOTE	DESAS	0.89415
METLZ	SYNAS	1.17304
PHYIT	ARATH	1.16039
USTMA	YARLI	0.91595
NAEGR	TARSY	1.10005
SYNP6	GEOSL	1.02968
CRYNJ	LEIMA	1.12730
COPPD	IXOSC	1.15551
PUCGT	BOVIN	1.03420
RUTMC	SOYBN	1.02636
ECHTE	KLULA	1.06566
THEPD	SYNJA	1.28535
SYNAS	POPTR	1.15481
NITGG	GADMO	1.24984
MICMU	MOUSE	0.17142
NEMVE	POPTR	1.17993
CANAW	YEAST	0.81259
METCA	COCLU	1.15007
DESAS	PUCGT	1.16445
CAEEL	OTOGA	0.98340
RUTMC	EMIHU	1.11626
OCHPR	YEAST	1.06350
PYRHO	PHYIT	1.26438
CENSY	TUPBE	1.19082
CHLP6	CLOTE	1.18447
KORCO	SORBI	1.23582
MUSPF	NAEGR	1.10154
CLOTE	CULQU	1.24397
SACS2	SETIT	1.30874
HAEI1	RHIOR	1.08253
NITOC	PIGXX	1.13569
PICST	MEDTR	1.25019
OSTLU	GADMO	1.01476
SULNB	SPIPN	1.17160
BRAFL	PHYPA	1.15682
APIME	CAEEL	0.99928
PYRNV	NANEQ	1.05339
NITSB	BRAFL	1.26959
KORCO	HETAN	1.26963
BORPD	NEUCR	1.24808
SYNJA	CHOHO	1.13003
NITSB	ANOCA	1.27412
ATETH	MUSPF	1.16680
COPCI	CALJA	1.11291
NITEU	MYCMG	1.22132
PROMA	OCHPR	1.17384
DICPU	DIPOR	1.13575
THEKO	LOTGI	1.31259
PEDHC	SOYBN	1.15014
CRYPV	CHICK	1.10523
METCA	SOLLC	1.08458
TRIV2	DEIPM	1.10376
EHRCJ	MYCMG	1.13212
SYNP6	SULNB	1.15349
CRYNJ	PANTR	1.04171
THEAC	CHLP6	1.32964
BATDE	TARSY	0.97467
SYNP6	CALJA	1.15561
ASHGO	YARLI	0.86505
MOUSE	PONAB	0.17891
CROS5	ECOLI	1.16747
CRYPV	LACBI	1.04884
DICNV	TUPBE	1.16783
COPCI	RATNO	1.16433
CAMC5	COCLU	1.20129
DROME	CANAW	1.12449
DEIPM	AEDAE	1.22505
CRYPA	TUBMM	0.71462
PYRHO	ERIEU	1.24899
SYNAS	CAPO3	1.15177
AZOPC	NEUCR	1.16216
NEIG1	SYNJA	1.03153
EMIHU	ASHGO	1.05527
SORC5	CRYNJ	1.24102
CHOHO	CIOSA	0.75056
METBF	NATPD	1.02061
DESVV	ANOGA	1.26158
BOVIN	NOSCE	1.12610
SULNB	CARRP	1.17309
SULMD	GASAC	1.19115
METTH	MACEU	1.21644
BATDE	ANOGA	1.02754
AERHH	BOMMO	1.22297
RUTMC	YEAST	1.08738
TRIV2	LEPOC	1.25032
CALMQ	SULNB	1.35537
NITSB	SARHA	1.23911
KORCO	NOSCE	1.33404
THEKO	AERHH	1.30069
NITEU	SARHA	1.16901
PYRHO	ACAM1	1.34108
THEEB	CAPO3	1.12748
DROME	PICST	1.14367
TAEGU	TURTR	0.27594
CROS5	SORBI	1.09957
METTH	ANOCA	1.23228
MARMM	SARHA	1.20126
METBF	TRYB2	1.25132
ACAM1	PUCGT	1.19213
AERPE	NEIG1	1.32759
AEDAE	PENCH	1.35612
CAEEL	PHYPA	1.16424
DESVV	NECHA	1.21697
KORCO	RATNO	1.26121
DICNV	GIAIC	1.32444
TRYB2	TUPBE	1.17477
LEPMJ	PONAB	1.12169
RUTMC	LODEL	1.13232
BOMMO	VITVI	1.15576
NATPD	CIOSA	1.33942
NITOC	LACBI	1.13381
CAVPO	LOXAF	0.18586
COCLU	LEIMA	1.16361
SCHCO	PROCA	1.06111
THEPD	LOXAF	1.23897
AILME	MEDTR	1.18787
ARCFU	MOUSE	1.25208
CARRP	POPTR	1.17523
METBF	ACYPI	1.29496
DAPPU	GIBZA	1.21183
COXBR	ECHTE	1.13918
CALMQ	MUCCI	1.30755
TRIV2	HELRO	1.27938
LEPMJ	PICST	0.91974
SORBI	SOYBN	0.59260
MARMM	HELRO	1.24220
HETAN	BATDE	0.87648
GUITH	DROME	1.09563
CAPTE	DAPPU	0.87577
SYNAS	CAEEL	1.24932
PROMA	ASHGO	1.15401
KORCO	CALJA	1.24312
CLAM3	AERHH	1.20107
ANOCA	PONAB	0.35952
NAEGR	PHYPA	1.05193
NOSA0	ASPFU	1.17176
BRAFL	SETIT	1.32321
PYRNV	BRAFL	1.27105
METJA	IXOSC	1.26868
COCLU	MICMU	1.10493
CALMQ	SCHCO	1.31122
MICAN	MONBE	1.14121
DAPPU	PICST	1.19126
CULQU	MAIZE	1.20223
OSTLU	CYAME	0.93791
SPIPN	CYAME	1.00003
MAGGR	ARATH	1.22142
DROME	ICTTR	0.87050
ECOLI	HORSE	1.27821
BORPD	SULNB	1.18522
LOXAF	PRUPE	1.17138
NEIG1	MUSPF	1.16481
AERHH	CIOSA	1.27507
ERIEU	PANTR	0.16247
NAEGR	MOUSE	1.13514
AERPE	CHLRE	1.21903
PUCGT	TAEGU	1.03907
METFK	MACMU	1.16290
MONDO	TRICA	0.85425
METKA	NATPD	1.01629
PRIPA	TETNG	0.97709
MARMM	RUTMC	1.04934
BOMMO	PIGXX	0.83669
SCHMA	VERDA	1.08744
ACYPI	AEDAE	0.78913
APIME	MAIZE	1.14970
CHLRE	CULQU	1.11973
SULNB	TRYB2	1.21741
HETAN	NAEGR	1.14430
GUITH	SELML	1.02155
OCHPR	STRPU	0.83864
METLZ	ACYPI	1.31777
CHLRE	EMIHU	0.95081
CAPO3	NASVI	1.02090
BATDE	ARATH	1.03882
METKA	DICPU	1.25068
THEAC	AMPQE	1.30703
AZOPC	SARHA	1.15050
CARRP	CAPO3	1.27551
PEDHC	RHIOR	1.02693
SOLLC	SOYBN	0.45600
SCHCO	VERDA	0.92589
NOSP7	DIPOR	1.24944
BDEBA	CAVPO	1.18099
PYRNV	CULQU	1.26694
CHLP6	POPTR	1.08593
CENSY	COPCI	1.20131
SACS2	ACAM1	1.36588
NATPD	MYCMG	1.40753
CAMC5	POSPM	1.27795
RABIT	NOSCE	1.12863
AERPE	NITOC	1.29331
CHLT9	TRIAD	1.18986
CARRP	PEDHC	1.21157
PLAF7	AEDAE	1.20383
HALVD	TAEGU	1.28114
DESAS	HORSE	1.23055
CHLP6	ORYLA	1.21566
PHACH	PENCH	0.87775
METBF	METTH	0.92465
CANLF	SORAR	0.15033
HALVD	BRARP	1.26059
CAUVC	METFK	1.03470
LEPOC	MANES	1.13690
DICDI	YEAST	1.14110
ANOGA	PICST	1.18271
USTMA	NECHA	0.94467
HELRO	STRPU	0.89195
NOSA0	PHACH	1.12958
IGNH4	THEEB	1.24022
CAEEL	DASNO	0.97362
SULNB	TAEGU	1.27259
NANEQ	AERHH	1.42430
CENSY	RABIT	1.25794
CARRP	NAEGR	1.15422
METLZ	TRIEI	1.23203
NITGG	SYNAS	1.20835
COXBR	CAPO3	1.09123
NITEU	MONDO	1.18410
FELCA	NEUCR	1.08918
BRARP	RHIOR	1.04194
HUMAN	PHYBL	0.98280
AZOPC	NOSP7	1.10733
APIME	NASVI	0.44803
NANEQ	SETIT	1.23178
ATETH	GADMO	1.16710
NOSA0	CAVPO	1.20992
METTH	GIBZA	1.24540
CAUVC	VITVI	1.15974
APIME	RHIOR	1.03821
BRARP	CAPTE	1.18331
CONWI	BOMMO	1.30760
IGNH4	ECHTE	1.16543
APIME	BRAFL	0.84484
ECHTE	MONDO	0.26575
LACBI	SETIT	1.22416
CULQU	PENCH	1.30806
DICDI	SPIPN	1.08551
BORPD	YARLI	1.20798
HORSE	CRYPA	1.11411
AZOPC	DEBHA	1.18002
MAIZE	SOLLC	0.56720
METBU	CLAM3	1.28773
FELCA	GASAC	0.46968
AILME	ERIEU	0.15056
TRIV2	RABIT	1.23088
MARM1	ANOGA	1.24821
METBF	SYNP6	1.20239
DECAR	SULNB	1.14232
TRIV2	MARM1	1.20772
DICPU	CAVPO	1.17294
THEAC	TRIEI	1.36004
EMIHU	GIBZA	1.14293
DAPPU	ENCCU	1.11931
PROMA	NASVI	1.21373
ERIEU	PENCH	1.10526
PROMA	CHICK	1.18965
BATDE	PTEVA	0.98241
MARM1	DIPOR	1.21682
EMIHU	PONAB	1.00180
CIOIN	MYOLU	0.81981
HALVD	TRICA	1.35328
AERPE	METLZ	1.13607
SPIPN	TETNG	1.01197
ACYPI	ARATH	1.20320
MUSPF	ICTTR	0.15266
COCLU	CAPTE	1.20495
NOSA0	HUMAN	1.16867
AGRFC	SOYBN	1.16893
NITOC	LOALO	1.18134
OTOGA	ENCCU	1.12332
METCA	MACEU	1.09189
METJA	TRIEI	1.23976
METTH	NITMS	1.10562
TRIEI	BOMMO	1.27198
THEEB	CYAME	0.85703
TRYB2	LODEL	1.18873
TRICA	SELML	1.25615
CHLT9	CAPO3	1.15188
METBF	TOXGO	1.17279
CRYNJ	GUITH	1.03853
MICAN	CALJA	1.21124
LEPMJ	ARATH	1.25576
CALJA	LOXAF	0.15065
CULQU	PROCA	0.85324
CAUVC	BRADI	1.17179
AILME	PONAB	0.12127
TARSY	TUPBE	0.15585
GLOVI	MUSPF	1.19873
BRARP	BRAFL	1.27845
LACBI	OCHPR	1.02387
SACS2	NOSP7	1.35935
THEEB	PROCA	1.12360
BORPD	HORSE	1.22307
ARCFU	LOALO	1.28448
NITOC	ASHGO	1.14232
CHLRE	PANTR	1.03697
THEPD	SELML	1.23872
ZYMMO	AERHH	1.08111
FELCA	PEDHC	0.83873
CENSY	GASAC	1.27939
PYRNV	NEIG1	1.29140
ZYMMO	SCLS1	1.26614
IGNH4	NOSA0	1.26050
TRIV2	ERIEU	1.18571
NITOC	BRADI	1.08085
IGNH4	TRICA	1.22683
ANOGA	HORSE	0.86569
LATCH	CRYPA	1.12303
SPIPN	TURTR	0.98773
MYOLU	TURTR	0.13305
NITEU	ATETH	1.07961
BOVIN	YEAST	1.07118
SYNJA	TRIEI	0.66656
COPCI	FELCA	1.11995
METLZ	SOYBN	1.23966
METCA	TRIAD	1.15860
DAPPU	HUMAN	0.82694
DESVV	CRYPV	1.25871
DICDI	CYAME	1.04171
OCHPR	TAKRU	0.47709
RATNO	ARATH	1.20397
SACS2	PELSI	1.31163
DESAS	AERHH	1.17349
TREME	SOYBN	1.10266
ICTTR	PHYPA	1.05877
TARSY	PICST	1.07341
DASNO	XENTR	0.49113
MICAN	MOUSE	1.23466
GLOVI	ECHTE	1.16566
DEIPM	LEPOC	1.18726
PSEP1	PHACH	1.19560
NITGG	DAPPU	1.26600
CHLT9	PHYBL	1.17288
MACEU	BRADI	1.08315
PROMA	TARSY	1.16195
DECAR	AMPQE	1.10509
DESAS	NOSCE	1.39264
ACYPI	TARSY	0.87248
NASVI	MONBE	1.04697
METBF	TARSY	1.21202
CALMQ	OCHPR	1.28878
OTOGA	MANES	1.13423
THEAC	SOYBN	1.28031
DICPU	SCHPO	1.10730
HORSE	ICTTR	0.14689
MARMM	DANRE	1.21608
GLOVI	FELCA	1.21797
METBU	ANOCA	1.24589
METJA	METFK	1.29126
DICPU	GADMO	1.12782
MYOLU	PROCA	0.17024
LEIMA	RHIOR	1.07395
NEMVE	PICST	1.09773
DASNO	YEAST	1.08156
CYAME	MAIZE	0.92679
BDEBA	PONAB	1.18232
CALMQ	PHACH	1.33722
AERHH	RABIT	1.21102
SYNP6	LEPOC	1.21273
IGNH4	ENCCU	1.25287
HORSE	MUCCI	1.01373
GEOSL	NECHA	1.20355
CROS5	NASVI	1.32308
DESVV	BOVIN	1.24844
DICNV	HORSE	1.21762
PYRHO	GADMO	1.28609
SULNB	APIME	1.26740
METFK	DESAS	1.13555
MICAN	GUITH	1.02864
MARHT	GIBZA	1.17201
MAGGR	KLULA	0.92257
SULMD	DICDI	1.14182
SYNP6	ASPFU	1.13220
PROMA	DROME	1.21433
SULMD	COXBR	1.04906
OCHPR	ORYLA	0.47384
CULQU	DEBHA	1.24154
THEKO	PHYBL	1.23866
METCA	DROME	1.21892
BRADI	SETIT	0.29271
PRIPA	DEBHA	1.12923
TAEGU	NECHA	1.18769
METCA	AILME	1.16323
POSPM	PTEVA	1.16878
AZOPC	ECOLI	1.09220
DROME	MAGGR	1.18750
USTMA	LOALO	1.03275
AERHH	GUITH	1.10973
AGRFC	MAGGR	1.20780
PICTO	ACYPI	1.34940
USTMA	GADMO	1.02492
BDEBA	BOMMO	1.19109
ARCFU	IXOSC	1.26097
ORYSJ	PHYPA	0.65082
EHRCJ	SYNP6	1.14214
METTH	SORC5	1.24171
PENCH	PICST	0.91593
DESVV	MAIZE	1.11318
BRARP	PTEVA	1.07176
PROMA	PONAB	1.20816
ANOCA	VITVI	1.15938
AEDAE	MONDO	0.88239
CROS5	ATETH	0.35688
AZOPC	CHOHO	1.09742
METLZ	MANES	1.26212
DEIPM	PHACH	1.14871
MACEU	NEUCR	1.03125
USTMA	AEDAE	1.16852
CALMQ	DEIPM	1.29751
ORNAN	SCHPO	1.06904
ACAM1	BDEBA	1.19252
ZYMMO	OCHPR	1.19651
HELRO	NEUCR	1.08065
METS5	BRADI	1.24928
SYNP6	BRADI	0.97170
METBF	VITVI	1.17709
AERPE	CHOHO	1.22819
HAEI1	ENCCU	1.27821
LEPMJ	ICTTR	1.14757
COPCI	SCHCO	0.63305
ANOCA	PRUPE	1.30194
ACYPI	CAPTE	0.88845
CAEEL	LODEL	1.11046
GLOVI	PONAB	1.20979
COPCI	APIME	1.20088
AERPE	PRUPE	1.24789
SULMD	SORAR	1.05569
PYRHO	SCHMA	1.23748
CENSY	MACEU	1.22173
ORNAN	PHYPA	1.01636
SULNB	BRADI	1.14229
SORC5	APIME	1.36197
CONWI	SETIT	1.21047
APIME	PRIPA	0.96297
HETAN	LOTGI	1.17137
CROS5	TARSY	1.20728
NATPD	HORSE	1.28681
CAPTE	PANTR	0.80163
COPPD	MANES	1.09969
MARM1	MICMU	1.19616
AILME	ANOCA	0.35698
PYRNV	DICDI	1.26370
METLZ	CAPTE	1.29236
DIPOR	NEUCR	1.07109
METTH	CHLP6	1.31351
PUCGT	GADMO	1.04469
CANLF	PENCH	1.13210
CLAM3	ERIEU	1.21997
NITOC	PICST	1.16203
TREME	MEDTR	1.13675
DICDI	MONBE	1.09841
ICTTR	XENTR	0.44854
NITOC	MAGGR	1.12783
HORSE	ASHGO	1.07473
CAUVC	TRYB2	1.20299
AMPQE	CRYPA	1.11014
CLOTE	YEAST	1.21224
CONWI	APIME	1.32515
MARM1	COPCI	1.22367
ERIEU	TETNG	0.47755
PONAB	PENCH	1.13724
ACAM1	MARHT	1.09993
METFK	BATDE	1.12567
DICDI	CIOSA	1.14400
DROME	TAKRU	0.87845
LEPMJ	AILME	1.12195
NASVI	TRICA	0.72972
SYNAS	CHOHO	1.15904
ERIEU	TUBMM	1.04015
NITGG	DASNO	1.25078
AZOPC	CYAME	1.06466
AGRFC	GORGO	1.17100
POSPM	MANES	1.31467
AZOPC	TETNG	1.21249
DICPU	NASVI	1.20561
BORPD	NOMLE	1.20838
PLAF7	USTMA	1.11476
METS5	DANRE	1.30446
DESVV	DAPPU	1.24540
CHLP6	RATNO	1.14799
METJA	PEDHC	1.26241
PHACH	PICST	0.91629
HALVD	FELCA	1.28267
PYRNV	ZYMMO	1.34174
POSPM	CAPO3	1.08778
DESAS	SORAR	1.19728
TRIV2	ENCCU	1.33435
NATPD	PENCH	1.29262
SULMD	CAPO3	1.23637
MAIZE	SELML	0.65536
DESVV	TAKRU	1.26566
NITEU	PICST	1.16142
METJA	CALJA	1.21741
RABIT	NEUCR	1.09893
ANOGA	PANTR	0.85494
CIOSA	FELCA	0.76084
TOXGO	YEAST	1.03022
TRYB2	CALJA	1.15980
METJA	LODEL	1.22325
CAMC5	COXBR	1.10974
METTH	DEBHA	1.24990
NITMS	SPIPN	1.22630
HUMAN	NEMVE	0.77795
EHRCJ	MYOLU	1.13193
ACYPI	CHICK	0.87226
SACS2	EHRCJ	1.34427
AGRFC	ECOLI	1.11030
LACBI	PHACH	0.56032
DESAS	COPCI	1.18193
AZOPC	GIBZA	1.21714
CIOSA	HELRO	0.82912
CLAM3	PUCGT	1.24758
NITOC	PHACH	1.12114
CARRP	RHIOR	1.11737
CAMC5	PHYBL	1.13677
SYNJA	XENTR	1.18105
GUITH	MYCMG	1.16452
CHICK	ASHGO	1.10231
METCA	OCHPR	1.13657
FELCA	PRUPE	1.16446
APIME	ICTTR	0.84396
EHRCJ	KLULA	1.11925
CARRP	PENCH	1.24295
GUITH	POPTR	1.01280
NITEU	NOSCE	1.37401
PYRNV	STRPU	1.29914
GEOSL	PHYBL	1.10908
NITEU	ORYSJ	1.11221
METS5	SOYBN	1.25030
BORPD	ACAM1	1.17007
ORYLA	SOLLC	1.18335
CAMC5	ORNAN	1.26592
AZOPC	CRYNJ	1.14610
SCHCO	LOTGI	1.15104
CHLRE	ICTTR	1.09644
PYRHO	NECHA	1.29830
PSEP1	STRPU	1.29786
KORCO	SOLLC	1.24841
TRIEI	MICMU	1.28470
PEDHC	SORAR	0.80704
METLZ	PLAF7	1.24305
NITOC	GUITH	1.07570
DICNV	CALJA	1.19262
RHIOR	MEDTR	1.11912
THEAC	CLAM3	1.44576
SORC5	ASHGO	1.23233
CAMC5	ANOCA	1.27438
CAEEL	LOTGI	0.99207
PYRNV	OSTLU	1.22967
SCHCO	IXOSC	1.12612
NATPD	CAEEL	1.33309
NITSB	SETIT	1.10962
DIPOR	ECHTE	0.20864
SYNAS	ECHTE	1.15118
CAUVC	BRAFL	1.21428
SACS2	MACEU	1.27955
AMPQE	VITVI	1.10370
THEEB	PANTR	1.12254
NATPD	RUTMC	1.25488
CAVPO	CHICK	0.31725
OCHPR	TRICA	0.83010
CULQU	NECHA	1.31231
MICMU	TUBMM	1.03220
SYNJA	HETAN	1.09436
PENCH	PHYIT	1.25175
THEKO	ENCCU	1.26256
CAPTE	MYOLU	0.81682
CONWI	GLOVI	1.14122
BATDE	CHOHO	0.94431
RABIT	ASPFU	1.11069
MARHT	CIOIN	1.24355
LACBI	PHYPA	1.08176
SYNJA	PRUPE	0.96389
NAEGR	PICST	1.10269
LACBI	LEPOC	1.08790
DICPU	DROME	1.18737
NOSP7	PRIPA	1.31264
LATCH	PELSI	0.43665
CRYPV	YARLI	1.10517
ERIEU	SOYBN	1.03774
PELSI	ICTTR	0.34012
NITEU	PROCA	1.15368
GLOVI	GIAIC	1.28626
NAEGR	MYCMG	1.23349
IGNH4	PSEP1	1.30107
CROS5	SPIPN	1.15858
METFK	ARATH	1.09279
NITEU	DEBHA	1.19227
NOSP7	CHOHO	1.26623
SCHCO	TAEGU	1.12230
MACEU	ICTTR	0.24251
MARHT	COPCI	1.13336
MARMM	CAPO3	1.10223
DICPU	MYOLU	1.13111
NEIG1	ASHGO	1.11629
ECHTE	HELRO	0.80594
NITMS	RATNO	1.27978
ORYLA	PRIPA	0.97542
KORCO	MARM1	1.35452
OCHPR	SELML	1.07801
METFK	LATCH	1.20511
CIOIN	ENCCU	1.12950
BRARP	SPIPN	1.02546
RABIT	MYCMG	1.26377
THEKO	CLOTE	1.31855
METLZ	ICTTR	1.27217
PLAF7	HUMAN	1.13517
CANLF	IXOSC	0.79674
THEAC	MUSPF	1.33630
GLOVI	LACBI	1.21606
DESVV	CRYNJ	1.18257
METJA	ORYLA	1.29412
NITGG	SCHCO	1.24893
DROME	FELCA	0.87361
NEIG1	IXOSC	1.11652
PHACH	BATDE	0.84870
CAEEL	POPTR	1.26889
SYNJA	ACYPI	1.24087
EMIHU	GIAIC	1.14878
ACAM1	DICDI	1.27876
METTH	DESAS	1.11100
NOSP7	LATCH	1.28476
TAKRU	TUBMM	1.06689
METTH	AERHH	1.26416
EHRCJ	PENCH	1.14853
PICTO	CLAM3	1.47132
TUBMM	ASHGO	0.89777
STRPU	POPTR	1.23706
NATPD	BRADI	1.26275
COCLU	TAEGU	1.16541
IGNH4	LATCH	1.22911
NITSB	NITOC	1.08580
PLAF7	TURTR	1.15608
PICTO	CIOSA	1.38093
LOALO	MOUSE	0.93603
CALMQ	HAEI1	1.38930
THEKO	BDEBA	1.31916
EMIHU	MACMU	1.01521
CHLP6	DAPPU	1.22178
RUTMC	HORSE	1.14836
MYOLU	RHIOR	0.94285
BOVIN	STRPU	0.84363
MARHT	BOVIN	1.15687
NITEU	RATNO	1.16674
SULMD	HETAN	1.12035
ANOCA	CANAW	1.11669
NATPD	POSPM	1.27316
MICMU	ORYLA	0.46910
SULMD	ARATH	1.05039
PICTO	MICAN	1.32914
NITGG	CRYPV	1.22621
SULMD	CHICK	1.19321
EHRCJ	BOMMO	1.13736
DAPPU	LOALO	0.93609
CANLF	MAIZE	1.05564
IGNH4	ACAM1	1.28060
CROS5	ICTTR	1.25060
SORC5	ANOGA	1.35058
MARHT	MANES	1.09821
NOSP7	BOVIN	1.30984
PLAF7	GUITH	1.14868
TRYB2	DEBHA	1.21539
METBF	ZYMMO	1.24332
COXBR	GASAC	1.23293
CHLT9	CULQU	1.21520
CARRP	MONDO	1.12927
SYNJA	COPCI	1.08813
DECAR	SOLLC	1.15948
AMPQE	ARATH	1.09864
GLOVI	NOMLE	1.21539
ZYMMO	NOSP7	1.11575
POSPM	SCLS1	0.96030
IGNH4	METLZ	1.10344
PYRNV	AILME	1.24867
BOVIN	DIPOR	0.16317
METBF	RUTMC	1.21396
CENSY	MANES	1.18350
CULQU	HUMAN	0.86504
METLZ	PUCGT	1.25054
NITSB	PRUPE	1.11678
XENTR	RHIOR	0.99912
CAPO3	IXOSC	0.95541
BDEBA	TAEGU	1.18450
DESAS	TOXGO	1.11626
GIAIC	LEPOC	1.24804
SPIPN	XENTR	1.00894
DESAS	CHICK	1.22899
ASPFU	PENCH	0.40180
SYNAS	FELCA	1.18373
BDEBA	HAEI1	1.09687
METS5	SOLLC	1.26852
TOXGO	LATCH	1.08224
OTOGA	XENTR	0.42734
METKA	ICTTR	1.21488
TRIEI	DANRE	1.32907
METBF	ECHTE	1.23183
DIPOR	PRIPA	0.99084
AILME	CALJA	0.13527
NITSB	LACBI	1.15372
ARCFU	ANOCA	1.24889
GUITH	AEDAE	1.11489
CALJA	SOYBN	1.09244
COPCI	SETIT	1.29921
SACS2	ANOCA	1.33905
RABIT	MAIZE	1.14578
POSPM	PRUPE	1.33125
PHACH	PEDHC	1.12727
AERPE	SOLLC	1.24391
PYRNV	NOSA0	1.28151
CAPTE	YARLI	1.12068
MACEU	RATNO	0.24564
TOXGO	DICDI	1.08005
DICDI	SETIT	1.31175
PYRNV	CENSY	1.08005
BRAFL	TETNG	0.77162
SULNB	CALJA	1.24032
HUMAN	LODEL	1.08800
HETAN	BRADI	1.32054
METJA	COXBR	1.28819
PRIPA	PHYBL	1.04747
POSPM	NOSCE	1.13890
BRAFL	CYAME	1.01878
LOXAF	MONBE	0.98924
MACEU	SELML	1.08657
SORC5	PICST	1.27120
ANOCA	LOXAF	0.35501
NITEU	DICDI	1.19559
CRYNJ	PHYPA	1.07375
CENSY	GORGO	1.25911
DEIPM	BDEBA	1.11701
CHLRE	MUCCI	1.01323
SYNJA	ENCCU	1.27935
PROCA	CYAME	0.96454
DROME	ECHTE	0.84379
PSEP1	NOMLE	1.23263
IXOSC	PHYPA	1.02060
TRYB2	OCHPR	1.18222
ORNAN	ARATH	1.10362
SULMD	CAPTE	1.18957
NITMS	SYNAS	1.24839
SYNP6	SPIPN	1.11085
BRAFL	CIOSA	0.82937
CHLT9	DEIPM	1.12008
BATDE	MANES	0.99824
HALVD	METTH	1.01850
PICTO	NOSP7	1.36121
NEUCR	MEDTR	1.22713
CAPO3	SARHA	0.95303
SULMD	GIBZA	1.18405
CRYPV	TURTR	1.05245
NATPD	TREME	1.24447
SORC5	LEIMA	1.26310
PANTR	RHIOR	0.92979
RHIOR	SOLLC	1.08114
TRIV2	SOYBN	1.07198
CAPO3	SCHPO	1.01683
CAUVC	CHLP6	1.15648
METJA	DICNV	1.35534
LEIMA	ASHGO	1.14098
CLOTE	MONDO	1.25437
IGNH4	THEAC	1.11472
CHLRE	AILME	1.04822
MARM1	STRPU	1.28010
HORSE	MYOLU	0.13926
CIOSA	PICST	1.13237
CAPO3	ACYPI	0.99855
HELRO	CANAW	1.09278
ECOLI	SELML	1.17564
KORCO	BDEBA	1.33224
ASPFU	CANAW	0.90424
POPTR	SELML	0.66717
METBU	LOTGI	1.29752
ERIEU	SORBI	1.08443
PLAF7	ACYPI	1.18590
STRPU	NEUCR	1.14383
TAKRU	TRICA	0.84243
PENCH	NOSCE	1.08851
SARHA	ICTTR	0.27806
SYNAS	PROCA	1.10922
COCLU	CANAW	0.92307
NEMVE	TARSY	0.77160
CLOTE	DEBHA	1.26803
